Drug1	Drug2	Drug1_ATC_Code	Drug2_ATC_Code	ATC_Jacard_Sim	Similarity
golimumab	ustekinumab	L04AB06	L04AC05	1.0	0.8242734
golimumab	infliximab	L04AB06	L04AB02	1.0	0.7274491
pimozide	fluphenazine	N05AG02	N05AB02	1.0	0.71300083
pimozide	sulpiride	N05AG02	N05AL01	1.0	0.73766536
benzethonium	cetylpyridinium	D08AJ08,D08AJ58,R02AA09	B05CA01,D09AA07,D08AJ03,R02AA06	0.6666666666666666	0.79635
benzethonium	benzalkonium	D08AJ08,D08AJ58,R02AA09	D09AA11,D08AJ01,R02AA16	1.0	0.7640672
benzethonium	didecyldimethylammonium	D08AJ08,D08AJ58,R02AA09	D08AJ06	0.5	0.81649923
cyclopenthiazide	methyclothiazide	C03AB07,C03AA07,C03EA07,G01AE10	C03AA08,C03AB08,G01AE10	1.0	0.7055741
cyclopenthiazide	bendroflumethiazide	C03AB07,C03AA07,C03EA07,G01AE10	C03EA13,C03AA01,C03AB01,G01AE10	1.0	0.7439339
bromocriptine	cabergoline	G02CB01,N04BC01	N04BC06,G02CB03	1.0	0.8428258
darunavir	efavirenz	J05AE10,J05AR14,G01AE10	J05AR06,J05AG03,J05AR11	0.5	0.7086203
darunavir	saquinavir	J05AE10,J05AR14,G01AE10	J05AE01	0.5	0.7187854
darunavir	raltegravir	J05AE10,J05AR14,G01AE10	J05AX08,J05AR16	0.5	0.7604345
darunavir	elvitegravir	J05AE10,J05AR14,G01AE10	J05AR18,J05AR09,J05AX11	0.5	0.73095644
darunavir	dolutegravir	J05AE10,J05AR14,G01AE10	J05AR13,J05AX12	0.5	0.82493776
darunavir	ritonavir	J05AE10,J05AR14,G01AE10	J05AX67,J05AR10,J05AE03,J05AX66	0.5	0.73549825
darunavir	etravirine	J05AE10,J05AR14,G01AE10	J05AG04	0.5	0.80050546
darunavir	atazanavir	J05AE10,J05AR14,G01AE10	J05AE08,J05AR15	0.5	0.78992677
darunavir	rilpivirine	J05AE10,J05AR14,G01AE10	J05AR19,J05AG05,J05AR08	0.5	0.79484725
darunavir	amprenavir	J05AE10,J05AR14,G01AE10	J05AE05	0.5	0.7308549
darunavir	cobicistat	J05AE10,J05AR14,G01AE10	J05AR14,J05AR18,V03AX03,J05AR15,J05AR09	0.3333333333333333	0.7517505
tibolone	ospemifene	G03CX01	G03XC05	1.0	0.7265659
tibolone	dienogest	G03CX01	G03DB08,G03AB08,G03FA15,G03AA16	1.0	0.7272648
tibolone	dydrogesterone	G03CX01	G03FA14,G03DB01,G03FB08	1.0	0.7272872
dalbavancin	daptomycin	J01XA04	J01XX09	1.0	0.7097396
dalbavancin	omadacycline	J01XA04	J01AA20	1.0	0.70983434
dalbavancin	oritavancin	J01XA04	J01XA05	1.0	0.8287719
dalbavancin	doripenem	J01XA04	J01DH04	1.0	0.7266805
dalbavancin	ceftobiprole	J01XA04	J01DI01	1.0	0.7766666
dalbavancin	linezolid	J01XA04	J01XX08	1.0	0.7007761
dalbavancin	telavancin	J01XA04	J01XA03	1.0	0.8473504
cinacalcet	sevelamer	H05BX01	V03AE02	0.0	0.75156707
cinacalcet	paricalcitol	H05BX01	H05BX02	1.0	0.75286794
lurasidone	iloperidone	N05AE05	N05AX14	1.0	0.7504333
lurasidone	asenapine	N05AE05	N05AH05	1.0	0.81673175
lurasidone	aripiprazole	N05AE05	N05AX12	1.0	0.773362
lurasidone	cariprazine	N05AE05	N05AX15	1.0	0.80299604
lurasidone	ziprasidone	N05AE05	N05AE04	1.0	0.7689568
lurasidone	vilazodone	N05AE05	N06AX24	1.0	0.74553233
lurasidone	amisulpride	N05AE05	N05AL05	1.0	0.7996759
alfuzosin	propiverine	G04CA51,G04CA01	G04BD06	1.0	0.71728593
alfuzosin	terazosin	G04CA51,G04CA01	G04CA03	1.0	0.85565406
alfuzosin	doxazosin	G04CA51,G04CA01	C02CA04	0.0	0.78874934
alfuzosin	silodosin	G04CA51,G04CA01	G04CA04	1.0	0.8051431
alfuzosin	tamsulosin	G04CA51,G04CA01	G04CA02,G04CA53,G04CA52	1.0	0.80623585
alefacept	efalizumab	L04AA15	L04AA21	1.0	0.80276304
gemigliptin	linagliptin	A10BD18,A10BH06	A10BH05,A10BD19,A10BD11	1.0	0.716711
sisomicin	arbekacin	J01GB08	J01GB12	1.0	0.7797163
sisomicin	azlocillin	J01GB08	J01CR50,J01CA09	1.0	0.7671892
sisomicin	netilmicin	J01GB08	S01AA23,J01GB07	0.5	0.7363119
sisomicin	ceftizoxime	J01GB08	J01DD07	1.0	0.7016762
sisomicin	ribostamycin	J01GB08	J01GB10	1.0	0.7610957
sisomicin	cefpirome	J01GB08	J01DE02	1.0	0.71512306
romidepsin	decitabine	L01XX39	L01BC08	1.0	0.71809596
romidepsin	belinostat	L01XX39	L01XX49	1.0	0.7633616
romidepsin	panobinostat	L01XX39	L01XX42	1.0	0.80864453
tolnaftate	oxiconazole	D01AE18	D01AC11,G01AF17,G01AF20	0.5	0.7783194
tolnaftate	naftifine	D01AE18	D01AE22	1.0	0.7900027
tolnaftate	amorolfine	D01AE18	D01AE16	1.0	0.74930584
tolnaftate	butenafine	D01AE18	D01AE23	1.0	0.7712403
tolnaftate	sertaconazole	D01AE18	D01AC14,G01AF20,G01AF19	0.5	0.74477655
oseltamivir	zanamivir	J05AH02	J05AH01	1.0	0.75499064
eprosartan	cilnidipine	C09CA02,C09DA02	C08CA14	1.0	0.71397775
eprosartan	trimazosin	C09CA02,C09DA02	C02CA03	1.0	0.70264894
eprosartan	barnidipine	C09CA02,C09DA02	C08CA12	1.0	0.78508365
eprosartan	cilazapril	C09CA02,C09DA02	C09BA08,C09AA08	1.0	0.7602848
eprosartan	spirapril	C09CA02,C09DA02	C09AA11	1.0	0.7454056
eprosartan	tertatolol	C09CA02,C09DA02	C07AA16	1.0	0.7025086
eprosartan	nitrendipine	C09CA02,C09DA02	C08CA08,C09BB06	1.0	0.73701084
eprosartan	indapamide	C09CA02,C09DA02	C03BA11,C09BX01,G01AE10	0.5	0.759845
eprosartan	candesartan	C09CA02,C09DA02	C09CA06,C09DB07,C09DA06	1.0	0.75034714
eprosartan	manidipine	C09CA02,C09DA02	C08CA11,C09BB12	1.0	0.7896089
eprosartan	chlorthalidone	C09CA02,C09DA02	C03BA04,C03BB04,C03EA06,G01AE10	0.5	0.757959
eprosartan	lercanidipine	C09CA02,C09DA02	C09DB08,C08CA13,C09BB02	1.0	0.79760003
eprosartan	benazepril	C09CA02,C09DA02	C09AA07,C09BA07	1.0	0.7544988
eprosartan	fimasartan	C09CA02,C09DA02	C09CA10	1.0	0.7067929
eprosartan	temocapril	C09CA02,C09DA02	C09AA14	1.0	0.7487338
eprosartan	fosinopril	C09CA02,C09DA02	C09AA09,C09BA09	1.0	0.72907513
eprosartan	imidapril	C09CA02,C09DA02	C09AA16	1.0	0.74145436
eprosartan	benidipine	C09CA02,C09DA02	C08CA15	1.0	0.76599777
eprosartan	lacidipine	C09CA02,C09DA02	C08CA09	1.0	0.74366975
eprosartan	delapril	C09CA02,C09DA02	C09BA12,C09BB12,C09AA12	1.0	0.7944583
eprosartan	perindopril	C09CA02,C09DA02	C10BX11,C09AA04,C09BX02,C09BA04,C09BX01,C09BB04	1.0	0.70135796
eprosartan	ramipril	C09CA02,C09DA02	C09AA05,C10BX04,C10BX06,C09BA05,C09BB07,C09BB05	1.0	0.75629
eprosartan	zofenopril	C09CA02,C09DA02	C09BA15,C09AA15	1.0	0.7361751
eprosartan	telmisartan	C09CA02,C09DA02	C09DB04,C09DA07,C09CA07	1.0	0.7045918
eprosartan	lisinopril	C09CA02,C09DA02	C09AA03,C09BB03,C09BA03,C10BX07	1.0	0.7543525
eprosartan	quinapril	C09CA02,C09DA02	C09AA06,C09BA06	1.0	0.79087186
cilnidipine	nilvadipine	C08CA14	C08CA10	1.0	0.7664407
cilnidipine	barnidipine	C08CA14	C08CA12	1.0	0.7832808
cilnidipine	isradipine	C08CA14	C08CA03	1.0	0.7340967
cilnidipine	nitrendipine	C08CA14	C08CA08,C09BB06	1.0	0.7518586
cilnidipine	indapamide	C08CA14	C03BA11,C09BX01,G01AE10	0.5	0.7175284
cilnidipine	candesartan	C08CA14	C09CA06,C09DB07,C09DA06	1.0	0.7196208
cilnidipine	manidipine	C08CA14	C08CA11,C09BB12	1.0	0.78916925
cilnidipine	lercanidipine	C08CA14	C09DB08,C08CA13,C09BB02	1.0	0.80137
cilnidipine	benidipine	C08CA14	C08CA15	1.0	0.8422381
cilnidipine	lacidipine	C08CA14	C08CA09	1.0	0.7544397
cilnidipine	mibefradil	C08CA14	C08CX01	1.0	0.7152544
alprazolam	trazodone	N05BA12	N06AX05	1.0	0.7162251
alprazolam	oxazepam	N05BA12	N05BA04	1.0	0.7342261
alprazolam	triazolam	N05BA12	N05CD05	1.0	0.7663406
alprazolam	zopiclone	N05BA12	N05CF01	1.0	0.74104637
alprazolam	etizolam	N05BA12	N05BA19	1.0	0.7685698
alprazolam	bromazepam	N05BA12	N05BA08	1.0	0.72236824
necitumumab	cetuximab	L01XC22	L01XC06	1.0	0.70143366
ticlopidine	triflusal	B01AC05	B01AC18	1.0	0.7171894
ticlopidine	indobufen	B01AC05	B01AC10	1.0	0.7064438
daptomycin	oritavancin	J01XX09	J01XA05	1.0	0.73526484
daptomycin	linezolid	J01XX09	J01XX08	1.0	0.71351326
allopurinol	febuxostat	M04AA01,M04AA51	M04AA03	1.0	0.82101923
propiverine	flavoxate	G04BD06	G04BD02	1.0	0.7417739
butoconazole	oxiconazole	G01AF15,G01AF20	D01AC11,G01AF17,G01AF20	0.5	0.7109069
butoconazole	sulconazole	G01AF15,G01AF20	D01AC09	0.0	0.7169858
butoconazole	econazole	G01AF15,G01AF20	G01AF05,D01AC03,G01AF20	0.5	0.7166059
butoconazole	isoconazole	G01AF15,G01AF20	G01AF07,D01AC05,G01AF20	0.5	0.7840057
butoconazole	sertaconazole	G01AF15,G01AF20	D01AC14,G01AF20,G01AF19	0.5	0.77527237
mitiglinide	vildagliptin	A10BX08	A10BH02,A10BD08	1.0	0.70510614
mitiglinide	nateglinide	A10BX08	A10BX03	1.0	0.80994475
mitiglinide	miglitol	A10BX08	A10BF02	1.0	0.80466235
mitiglinide	repaglinide	A10BX08	A10BD14,A10BX02	1.0	0.82782495
mitiglinide	glimepiride	A10BX08	A10BB12,A10BD06,A10BD04	1.0	0.76599884
thioridazine	chlorpromazine	N05AC02	N05AA01	1.0	0.71057177
thioridazine	promazine	N05AC02	N05AA03	1.0	0.7442341
salmeterol	fenoterol	R03AK06,R03AK12,R03AC12	R03AL01,R03AC04,R03CC04,G02CA03	0.5	0.7388782
salmeterol	ipratropium	R03AK06,R03AK12,R03AC12	R03BB01,R03AL01,R03AL02,R01AX03	1.0	0.70121217
salmeterol	indacaterol	R03AK06,R03AK12,R03AC12	R03AL04,R03AC18	1.0	0.80669713
salmeterol	glycopyrronium	R03AK06,R03AK12,R03AC12	R03AL04,R03BB06,A03CA05,A03AB02	0.5	0.71115893
salmeterol	formoterol	R03AK06,R03AK12,R03AC12	R03AK11,R03AK07,R03AL05,R03AK08,R03AC13,R03AK09	1.0	0.87762254
salmeterol	umeclidinium	R03AK06,R03AK12,R03AC12	R03BB07,R03AL03	1.0	0.72081137
salmeterol	tiotropium	R03AK06,R03AK12,R03AC12	R03AL06,R03BB04,R03BB54	1.0	0.7815263
vorozole	formestane	L02BG05	L02BG02	1.0	0.75961465
piribedil	pergolide	N04BC08	N04BC02	1.0	0.7448345
piribedil	pramipexole	N04BC08	N04BC05	1.0	0.73185426
piribedil	tiapride	N04BC08	N05AL03	1.0	0.7182193
omadacycline	oritavancin	J01AA20	J01XA05	1.0	0.7070317
omadacycline	sitafloxacin	J01AA20	J01MA21	1.0	0.7160465
omadacycline	ceftobiprole	J01AA20	J01DI01	1.0	0.79537857
brodimoprim	cinoxacin	J01EA02	J01MB06	1.0	0.7060266
brodimoprim	loracarbef	J01EA02	J01DC08	1.0	0.72179794
brodimoprim	bacampicillin	J01EA02	J01CR50,J01CA06	1.0	0.70077163
brodimoprim	dirithromycin	J01EA02	J01FA13	1.0	0.7107934
hydrochlorothiazide	indapamide	C09DX03,C09XA52,C09DX01,C03AB03,C03AX01,C03EA01,C09XA54,C03AA03,G01AE10	C03BA11,C09BX01,G01AE10	1.0	0.73071873
hydrochlorothiazide	chlorthalidone	C09DX03,C09XA52,C09DX01,C03AB03,C03AX01,C03EA01,C09XA54,C03AA03,G01AE10	C03BA04,C03BB04,C03EA06,G01AE10	1.0	0.71685
hydrochlorothiazide	lisinopril	C09DX03,C09XA52,C09DX01,C03AB03,C03AX01,C03EA01,C09XA54,C03AA03,G01AE10	C09AA03,C09BB03,C09BA03,C10BX07	0.5	0.72304523
nilvadipine	nisoldipine	C08CA10	C08CA07	1.0	0.77921057
nilvadipine	barnidipine	C08CA10	C08CA12	1.0	0.7413431
nilvadipine	isradipine	C08CA10	C08CA03	1.0	0.80523264
nilvadipine	nitrendipine	C08CA10	C08CA08,C09BB06	1.0	0.798687
nilvadipine	manidipine	C08CA10	C08CA11,C09BB12	1.0	0.79563123
nilvadipine	lercanidipine	C08CA10	C09DB08,C08CA13,C09BB02	1.0	0.7224203
nilvadipine	benidipine	C08CA10	C08CA15	1.0	0.81447625
nilvadipine	lacidipine	C08CA10	C08CA09	1.0	0.79360366
riociguat	bosentan	C02KX05	C02KX01	1.0	0.7116824
riociguat	macitentan	C02KX05	C02KX04	1.0	0.7654346
riociguat	treprostinil	C02KX05	B01AC21	0.0	0.7082995
riociguat	ambrisentan	C02KX05	C02KX02	1.0	0.7144085
clomipramine	phenelzine	N06AA04	N06AF03	1.0	0.7128094
clomipramine	trazodone	N06AA04	N06AX05	1.0	0.7522604
clomipramine	tianeptine	N06AA04	N06AX14	1.0	0.7395856
clomipramine	mianserin	N06AA04	N06AX03	1.0	0.75855166
clomipramine	desipramine	N06AA04	N06AA01	1.0	0.75871235
clomipramine	citalopram	N06AA04	N06AB04	1.0	0.77318585
clomipramine	fluvoxamine	N06AA04	N06AB08	1.0	0.7723771
clomipramine	reboxetine	N06AA04	N06AX18	1.0	0.72934407
clomipramine	nortriptyline	N06AA04	N06AA10	1.0	0.7373823
clomipramine	moclobemide	N06AA04	N06AG02	1.0	0.7653467
clomipramine	sertraline	N06AA04	N06AB06	1.0	0.71335715
clomipramine	vilazodone	N06AA04	N06AX24	1.0	0.7069249
clomipramine	milnacipran	N06AA04	N06AX17	1.0	0.72808665
clomipramine	amitriptyline	N06AA04	N06CA01,N06AA09	1.0	0.74731547
clomipramine	paroxetine	N06AA04	N06AB05	1.0	0.7802741
clomipramine	doxepin	N06AA04	N06AA12	1.0	0.7216324
bosentan	macitentan	C02KX01	C02KX04	1.0	0.82258976
bosentan	ambrisentan	C02KX01	C02KX02	1.0	0.8099105
azatadine	mequitazine	R06AX09	R06AD07	1.0	0.7306126
azatadine	dexchlorpheniramine	R06AX09	R06AB02,R06AB52	1.0	0.73210776
azatadine	acrivastine	R06AX09	R06AX18	1.0	0.7772574
viloxazine	isocarboxazid	N06AX09	N06AF01	1.0	0.7176933
viloxazine	opipramol	N06AX09	N06AA05	1.0	0.7792962
viloxazine	minaprine	N06AX09	N06AX07	1.0	0.76643395
viloxazine	mianserin	N06AX09	N06AX03	1.0	0.76347166
viloxazine	zimelidine	N06AX09	N06AB02	1.0	0.77732474
viloxazine	moclobemide	N06AX09	N06AG02	1.0	0.7282928
viloxazine	amoxapine	N06AX09	N06AA17	1.0	0.80688566
viloxazine	trimipramine	N06AX09	N06AA06	1.0	0.8125677
fenoterol	ritodrine	R03AL01,R03AC04,R03CC04,G02CA03	G02CA01	0.5	0.7067553
fenoterol	orciprenaline	R03AL01,R03AC04,R03CC04,G02CA03	R03CB53,R03AB03,R03CB03	0.5	0.70057935
fenoterol	formoterol	R03AL01,R03AC04,R03CC04,G02CA03	R03AK11,R03AK07,R03AL05,R03AK08,R03AC13,R03AK09	0.5	0.7046043
cefixime	cephalexin	J01DD08	J01DB01	1.0	0.70480734
cefixime	faropenem	J01DD08	J01DI03	1.0	0.7153272
cefixime	cefpodoxime	J01DD08	J01DD13	1.0	0.7328414
cefixime	cefdinir	J01DD08	J01DD15	1.0	0.7395182
cefixime	gemifloxacin	J01DD08	J01MA15	1.0	0.71292484
cefixime	pivmecillinam	J01DD08	J01CR50,J01CA08	1.0	0.7179509
chlorhexidine	povidoneiodine	S03AA04,D08AC02,S02AA09,S01AX09,R02AA05,D08AC52,A01AB03,B05CA02,D09AA12	D08AG02,D11AC06,R02AA15,G01AX11,D09AA09,S01AX18	0.5	0.74021196
chlorhexidine	polihexanide	S03AA04,D08AC02,S02AA09,S01AX09,R02AA05,D08AC52,A01AB03,B05CA02,D09AA12	D08AC05	0.2	0.70334893
ampicillin	cefotaxime	J01CR50,S01AA19,J01CA01,J01CR01,J01CA51	J01DD51,J01DD01	0.5	0.7495627
clofibrate	gemfibrozil	C10AB01	C10AB04	1.0	0.7005982
clofibrate	ciprofibrate	C10AB01	C10AB08	1.0	0.8254899
fentiazac	indoprofen	M01AB10,M02AA14	M01AE10	1.0	0.72115636
fentiazac	nabumetone	M01AB10,M02AA14	M01AX01	1.0	0.70062816
fentiazac	suprofen	M01AB10,M02AA14	M01AE07	1.0	0.73700523
alaproclate	minaprine	N06AB07	N06AX07	1.0	0.7186567
alaproclate	nomifensine	N06AB07	N06AX04	1.0	0.71722615
alaproclate	zimelidine	N06AB07	N06AB02	1.0	0.8307222
isocarboxazid	phenelzine	N06AF01	N06AF03	1.0	0.7723707
parecoxib	nefopam	M01AH04	N02BG06	0.0	0.71030223
parecoxib	dexketoprofen	M01AH04	M02AA27,M01AE17	1.0	0.7000309
tizanidine	orphenadrine	M03BX02	M03BC51,N04AB02,M03BC01	0.5	0.7055624
tizanidine	tolperisone	M03BX02	M03BX04,M02AX06	1.0	0.76820564
tizanidine	cyclobenzaprine	M03BX02	M03BX08	1.0	0.7080966
tizanidine	eperisone	M03BX02	M03BX09	1.0	0.78872114
prasugrel	clopidogrel	B01AC22	B01AC04	1.0	0.80565596
prasugrel	ticagrelor	B01AC22	B01AC24	1.0	0.82672507
flecainide	propafenone	C01BC04	C01BC03	1.0	0.78030294
flecainide	amiodarone	C01BC04	C01BD01	1.0	0.7552839
flecainide	dofetilide	C01BC04	C01BD04	1.0	0.76854223
flecainide	vernakalant	C01BC04	C01BG11	1.0	0.7837654
flecainide	ibutilide	C01BC04	C01BD05	1.0	0.75960445
remoxipride	benperidol	N05AL04	N05AD07	1.0	0.70479447
remoxipride	molindone	N05AL04	N05AE02	1.0	0.8050082
remoxipride	sertindole	N05AL04	N05AE03	1.0	0.74304205
remoxipride	chlorprothixene	N05AL04	N05AF03	1.0	0.7056294
remoxipride	bromperidol	N05AL04	N05AD06	1.0	0.7363034
remoxipride	tiapride	N05AL04	N05AL03	1.0	0.7199356
rosoxacin	cinoxacin	J01MB01	J01MB06	1.0	0.72169924
sulfadimethoxine	sulfamethazine	J01ED01,G01AE10	J01EE05,J01EB03,G01AE10	1.0	0.826036
sulfadimethoxine	flumequine	J01ED01,G01AE10	J01MB07	0.5	0.7061897
cholecalciferol	calcifediol	M05BB08,M05BB04,A11CC05,M05BB05,M05BB03,M05BX53,M05BB07	A11CC06	0.5	0.70783037
cholecalciferol	ergocalciferol	M05BB08,M05BB04,A11CC05,M05BB05,M05BB03,M05BX53,M05BB07	A11CC01	0.5	0.79980606
oxiconazole	naftifine	D01AC11,G01AF17,G01AF20	D01AE22	0.5	0.7663987
oxiconazole	butenafine	D01AC11,G01AF17,G01AF20	D01AE23	0.5	0.7376828
oxiconazole	sulconazole	D01AC11,G01AF17,G01AF20	D01AC09	0.5	0.80683374
oxiconazole	econazole	D01AC11,G01AF17,G01AF20	G01AF05,D01AC03,G01AF20	1.0	0.7308184
oxiconazole	isoconazole	D01AC11,G01AF17,G01AF20	G01AF07,D01AC05,G01AF20	1.0	0.7964618
oxiconazole	sertaconazole	D01AC11,G01AF17,G01AF20	D01AC14,G01AF20,G01AF19	1.0	0.77358377
befunolol	carteolol	S01ED06	S01ED55,S01ED05,C07AA15	0.5	0.75585896
befunolol	betaxolol	S01ED06	C07AB05,S01ED52,S01ED02	0.5	0.72291106
citicoline	piracetam	N06BX06	N06BX03	1.0	0.7537226
moxonidine	rilmenidine	C02LC05,C02AC05	C02AC06	1.0	0.87824696
moxonidine	urapidil	C02LC05,C02AC05	C02CA06	1.0	0.73575205
midazolam	propofol	N05CD08	N01AX10	1.0	0.7309707
midazolam	dexmedetomidine	N05CD08	N05CM18	1.0	0.719552
colestipol	cholestyramine	C10AC02	C10AC01	1.0	0.76035833
nilotinib	imatinib	L01XE08	L01XE01	1.0	0.7704878
nilotinib	ponatinib	L01XE08	L01XE24	1.0	0.77053565
nilotinib	dasatinib	L01XE08	L01XE06	1.0	0.7724634
methaqualone	glutethimide	N05CM01,N05CX02	N05CE01	1.0	0.7768701
methaqualone	oxazepam	N05CM01,N05CX02	N05BA04	1.0	0.704907
methaqualone	nitrazepam	N05CM01,N05CX02	N05CD02	1.0	0.7005447
methaqualone	secobarbital	N05CM01,N05CX02	N05CA06,N05CB01	1.0	0.731202
methaqualone	dextropropoxyphene	N05CM01,N05CX02	N02AC54,N02AC74,N02AC04	1.0	0.7137741
methaqualone	butalbital	N05CM01,N05CX02	N05CB01	1.0	0.7240706
sulfathiazole	sulfamethazine	J01EB07,D06BA02,G01AE10	J01EE05,J01EB03,G01AE10	0.6666666666666666	0.7409932
sulfathiazole	sulfanilamide	J01EB07,D06BA02,G01AE10	J01EB06,D06BA05,G01AE10	1.0	0.70326936
sulfathiazole	sulfamethizole	J01EB07,D06BA02,G01AE10	B05CA04,J01EB02,D06BA04,S01AB01,G01AE10	0.6	0.74107444
succinylcholine	mivacurium	M03AB01	M03AC10	1.0	0.7529647
succinylcholine	atracurium	M03AB01	M03AC04	1.0	0.7375643
dorzolamide	timolol	S01EC03	C07DA06,S01ED01,S01ED51,C07AA06,C07BA06	0.5	0.81635517
dorzolamide	carteolol	S01EC03	S01ED55,S01ED05,C07AA15	0.5	0.77445644
dorzolamide	tafluprost	S01EC03	S01EE05	1.0	0.73469454
dorzolamide	travoprost	S01EC03	S01EE04	1.0	0.7712564
dorzolamide	latanoprost	S01EC03	S01EE01	1.0	0.7611185
dorzolamide	betaxolol	S01EC03	C07AB05,S01ED52,S01ED02	0.5	0.7611529
dorzolamide	apraclonidine	S01EC03	S01EA03	1.0	0.72196186
busulfan	treosulfan	L01AB01	L01AB02	1.0	0.73204964
cabergoline	pasireotide	N04BC06,G02CB03	H01CB05	0.0	0.7115078
fluorometholone	rimexolone	D07XB04,C05AA06,S01BA07,D10AA01,D07AB06,S01CB05,S01BB03,D07CB03,S01CA07	H02AB12,S01BA13	0.25	0.83467597
fluorometholone	bromfenac	D07XB04,C05AA06,S01BA07,D10AA01,D07AB06,S01CB05,S01BB03,D07CB03,S01CA07	S01BC11	0.3333333333333333	0.7458969
fluorometholone	difluprednate	D07XB04,C05AA06,S01BA07,D10AA01,D07AB06,S01CB05,S01BB03,D07CB03,S01CA07	D07AC19	0.3333333333333333	0.780065
nivolumab	ipilimumab	L01XC17	L01XC11	1.0	0.8035692
clopamide	bendroflumethiazide	C03BA03,C03BB03	C03EA13,C03AA01,C03AB01,G01AE10	0.5	0.75735563
clopamide	hydroflumethiazide	C03BA03,C03BB03	C03AB02,C03AA02,C03AH02,G01AE10	0.5	0.7049967
tubocurarine	pancuronium	M03AA02	M03AC01	1.0	0.7125296
olsalazine	balsalazide	A07EC03	A07EC04	1.0	0.7978767
sulthiame	zonisamide	N03AX03	N03AX15,G01AE10	0.5	0.7596101
sulthiame	clobazam	N03AX03	N05BA09	1.0	0.7951188
sulthiame	stiripentol	N03AX03	N03AX17	1.0	0.7596909
gliquidone	chlorpropamide	A10BB08	A10BB02	1.0	0.7470179
gliquidone	nateglinide	A10BB08	A10BX03	1.0	0.7392209
gliquidone	glibornuride	A10BB08	A10BB04	1.0	0.7609807
gliquidone	tolazamide	A10BB08	A10BB05	1.0	0.7543007
amiloride	bumetanide	C03DB01	C03EB02,C03CB02,C03CA02,G01AE10	0.5	0.7608616
fenoldopam	dopexamine	C01CA19	C01CA14	1.0	0.74807554
pirfenidone	nintedanib	L04AX05	L01XE31	1.0	0.76696104
thiopental	pentobarbital	N05CA19,N01AF03,N05CB01	N05CA01,N05CB01	1.0	0.77424914
thiopental	etomidate	N05CA19,N01AF03,N05CB01	N01AX07	1.0	0.7369879
fulvestrant	palbociclib	L02BA03	L01XE33	1.0	0.7378172
fulvestrant	anastrozole	L02BA03	L02BG03	1.0	0.7622816
fulvestrant	exemestane	L02BA03	L02BG06	1.0	0.739283
fulvestrant	letrozole	L02BA03	L02BG04	1.0	0.7438182
sacubitril	valsartan	C09DX04	C09DB08,C09DX02,C10BX10,C09DB01,C09DX01,C09DA03,C09CA03,C09DX04	1.0	0.7165603
cefmenoxime	cefmetazole	J01DD05	J01DC09	1.0	0.7849484
cefmenoxime	fleroxacin	J01DD05	J01MA08	1.0	0.7002245
cefmenoxime	azlocillin	J01DD05	J01CR50,J01CA09	1.0	0.79794693
cefmenoxime	cefonicid	J01DD05	J01DC06	1.0	0.751094
cefmenoxime	cefroxadine	J01DD05	J01DB11	1.0	0.7008728
cefmenoxime	flomoxef	J01DD05	J01DC14	1.0	0.7656905
cefmenoxime	loracarbef	J01DD05	J01DC08	1.0	0.702002
cefmenoxime	cefpiramide	J01DD05	J01DD11	1.0	0.7656791
cefmenoxime	ceftizoxime	J01DD05	J01DD07	1.0	0.83171666
cefmenoxime	cefamandole	J01DD05	J01DC03	1.0	0.79251474
cefmenoxime	cefotiam	J01DD05	J01DC07	1.0	0.808858
cefmenoxime	cefpirome	J01DD05	J01DE02	1.0	0.75242484
cefmenoxime	cefozopran	J01DD05	J01DE03	1.0	0.73853916
cefmenoxime	latamoxef	J01DD05	J01DD06	1.0	0.7981997
cefmenoxime	mezlocillin	J01DD05	J01CR50,J01CA10	1.0	0.8213943
ulipristal	leuprolide	G03AD02,G03XB02	L02AE02	0.0	0.71204776
brotizolam	oxazepam	N05CD09	N05BA04	1.0	0.7233297
brotizolam	prazepam	N05CD09	N05BA11	1.0	0.7428553
brotizolam	loprazolam	N05CD09	N05CD11	1.0	0.7829377
brotizolam	triazolam	N05CD09	N05CD05	1.0	0.8109723
brotizolam	tofisopam	N05CD09	N05BA23	1.0	0.700759
brotizolam	nitrazepam	N05CD09	N05CD02	1.0	0.8054782
brotizolam	estazolam	N05CD09	N05CD04	1.0	0.71882075
brotizolam	zopiclone	N05CD09	N05CF01	1.0	0.7833944
brotizolam	etizolam	N05CD09	N05BA19	1.0	0.762095
brotizolam	halazepam	N05CD09	N05BA13	1.0	0.7403803
brotizolam	bromazepam	N05CD09	N05BA08	1.0	0.7705339
brotizolam	quazepam	N05CD09	N05CD10	1.0	0.80499923
brotizolam	zaleplon	N05CD09	N05CF03	1.0	0.7803195
lansoprazole	esomeprazole	A02BD10,A02BC53,A02BC03,A02BD03,A02BD02,A02BD09,A02BD07	M01AE52,A02BC05,A02BD06	0.5	0.7722983
lansoprazole	rabeprazole	A02BD10,A02BC53,A02BC03,A02BD03,A02BD02,A02BD09,A02BD07	A02BC04,M01AA05,M02AA03,A02BC54	0.5	0.7597036
lansoprazole	omeprazole	A02BD10,A02BC53,A02BC03,A02BD03,A02BD02,A02BD09,A02BD07	A02BD05,A02BC01,A02BD01	1.0	0.7856906
naftifine	amorolfine	D01AE22	D01AE16	1.0	0.7685196
naftifine	clotrimazole	D01AE22	G01AF02,D01AC01,G01AF20,A01AB18	0.3333333333333333	0.71425366
